POA_CODE_2016,Total_Persons_Persons,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size
POA6084,8240,40,2123,1806,2.9
POA6090,6,47,0,0,0
POA6100,14480,34,2045,1679,2.2
POA6101,16551,33,2050,1616,2.3
POA6102,13688,31,1950,1050,2.4
POA6103,10366,32,2000,1456,2.2
POA6104,14321,36,2000,1511,2.4
POA6105,14997,34,1850,1349,2.5
POA6106,19,37,0,0,0
POA6107,43605,32,1950,1469,2.8
POA6108,23153,37,1733,1449,2.8
POA6109,12122,35,1649,1199,2.7
POA6110,40858,34,1842,1452,2.8
POA6111,23068,39,1733,1390,2.6
POA6112,56554,32,1989,1552,2.8
POA6121,2963,41,2383,2222,3.2
POA6122,17410,30,2100,1880,3
POA6123,1551,36,2000,1562,2.8
POA6124,1192,42,1950,1719,2.7
POA6125,3135,44,2167,1675,2.8
POA6126,626,43,1495,1318,2.3
POA6147,15138,35,1700,1352,2.7
POA6148,17814,41,2000,1596,2.7
POA6149,18476,42,2000,1950,2.8
POA6150,13146,42,2167,1968,2.9
POA6151,16576,38,2300,1952,2.3
POA6152,25463,36,2167,1662,2.3
POA6153,19865,42,2537,2055,2.6
POA6154,10028,41,2347,1721,2.5
POA6155,51244,36,2037,2007,3.1
POA6156,16897,39,2200,1795,2.6
POA6157,13525,41,2167,1635,2.3
POA6158,7376,43,2500,2051,2.5
POA6159,3340,45,2538,2173,2.1
POA6160,8211,41,2167,1548,2.1
POA6161,334,34,0,1949,1.8
POA6162,11023,42,2167,1533,2.3
POA6163,50359,40,1950,1424,2.4
POA6164,57214,32,2145,1987,2.9
POA6165,84,48,1700,1812,2.3
POA6166,9509,41,2200,1864,2.7
POA6167,26444,33,1725,1335,2.6
POA6168,24027,44,1580,1082,2.2
POA6169,34667,39,1733,1360,2.6
POA6170,12393,30,2020,1762,2.9
POA6171,31653,29,2167,1928,2.9
POA6172,13777,33,1861,1718,3
POA6173,12073,31,2167,2238,3.3
POA6174,3785,31,1983,1697,2.8
POA6175,3752,32,2061,1853,3
POA6176,1371,30,2115,1802,2.9
POA6180,5408,31,1950,1596,2.9
POA6181,485,40,2383,2386,3.3
POA6182,7,21,0,0,0
POA6207,1047,40,2167,1676,2.8
POA6208,11838,43,1820,1182,2.5
POA6209,1954,49,1833,1005,2.4
POA6210,68316,44,1777,1127,2.4
POA6211,7088,43,2000,1283,2.6
POA6213,717,47,1602,1390,2.4
POA6214,613,42,1791,1470,2.6
POA6215,4148,45,1636,1218,2.5
POA6218,395,44,1300,927,2.5
POA6220,4675,43,1729,1213,2.5
POA6221,425,19,1842,1270,2.5
POA6223,217,38,2167,1194,2.6
POA6224,1151,44,1517,1218,2.6
POA6225,9105,42,1517,1173,2.4
POA6226,845,39,2167,2090,3
POA6227,800,35,2000,1732,2.9
POA6228,176,40,1950,1437,2.5
POA6229,193,52,2045,890,2
POA6230,43134,39,1733,1326,2.4
POA6232,10886,36,1800,1527,2.6
POA6233,18844,36,1866,1665,2.7
POA6236,2052,45,2000,1710,2.7
POA6237,2482,44,1950,1677,2.7
POA6239,4408,45,1603,1214,2.5
POA6240,116,54,1300,1100,2.2
POA6243,56,50,1489,1125,2.4
POA6244,1457,49,1300,1068,2.3
POA6251,385,45,1325,1066,2.1
POA6252,152,51,1645,682,2.2
POA6253,618,56,1225,994,2.1
POA6254,502,47,1050,900,2.1
POA6255,3916,50,1517,1010,2.3
POA6256,381,48,1733,1519,2.5
POA6258,6568,43,1300,1166,2.4
POA6260,1431,46,1283,1135,2.4
POA6262,744,50,1125,863,2.2
POA6271,3314,41,1647,1325,2.5
POA6275,1347,52,1430,948,2.2
POA6280,28166,43,1800,1220,2.5
POA6281,7203,39,2000,1636,2.6
POA6282,1330,45,2000,1583,2.5
POA6284,2249,37,2000,1532,2.7
POA6285,9177,37,1733,1349,2.6
POA6286,603,47,1559,1303,2.2
POA6288,555,43,1703,1265,2.4
POA6290,1680,58,1458,860,2
POA6302,3623,51,1500,1026,2.2
POA6304,1724,53,1151,989,2.2
POA6306,1025,47,1083,1133,2.3
POA6308,1593,49,1200,1016,2.3
POA6309,275,52,1000,933,2.1
POA6311,589,43,1300,1162,2.3
POA6312,4884,40,1213,1224,2.4
POA6313,294,46,1083,1216,2.4
POA6315,1988,49,1000,985,2.2
POA6316,344,45,832,1166,2.3
POA6317,4183,40,1133,1210,2.5
POA6318,525,41,900,1316,2.5
POA6320,618,37,726,1187,2.7
POA6321,496,46,737,949,2.5
POA6322,224,53,993,936,2.2
POA6323,989,51,1229,921,2.2
POA6324,3519,45,1233,1058,2.4
POA6326,492,46,1300,1201,2.5
POA6327,273,44,1517,1300,2.7
POA6328,427,44,806,1220,2.5
POA6330,35869,43,1603,1208,2.4
POA6333,5845,49,1573,1013,2.3
POA6335,775,37,812,1292,2.5
POA6336,330,42,467,1180,2.3
POA6337,546,35,965,1464,2.6
POA6338,676,48,864,1212,2.2
POA6341,296,41,750,1242,2.4
POA6343,264,38,0,1420,2.6
POA6346,738,43,1000,1312,2.3
POA6348,871,49,1300,1045,2.1
POA6350,302,49,504,944,2
POA6351,85,34,0,1375,3.1
POA6352,187,40,648,1160,2
POA6353,785,41,1170,1410,2.4
POA6355,438,39,430,1476,2.4
POA6356,125,41,290,1458,2.2
POA6357,76,41,0,1156,2.5
POA6358,93,47,542,1625,1.8
POA6359,437,41,1100,1368,2.4
POA6361,109,43,0,1656,2.5
POA6363,105,41,379,1125,2.6
POA6365,531,46,672,1230,2.1
POA6367,354,46,650,1115,2.2
POA6368,73,36,0,1199,2.4
POA6369,671,47,650,1187,2.2
POA6370,458,43,867,1080,2.3
POA6372,115,51,664,819,2.3
POA6373,94,40,0,1854,2.5
POA6375,1001,44,1000,1276,2.2
POA6383,981,53,1021,900,2
POA6384,40,34,0,1375,2.7
POA6385,19,51,0,966,3
POA6386,96,54,407,880,2.2
POA6390,1811,39,1733,1855,2.5
POA6391,1001,43,1262,1437,2.5
POA6392,463,46,893,1187,2.1
POA6393,120,49,0,824,2.4
POA6394,454,44,433,1309,2.5
POA6395,1649,44,1083,1303,2.4
POA6396,367,41,889,1328,2.5
POA6397,98,44,454,706,2.2
POA6398,546,56,1083,875,2
POA6401,8176,40,1300,1150,2.4
POA6403,176,47,1300,1166,2.4
POA6405,319,40,975,1231,2.6
POA6407,1138,36,1000,1331,2.5
POA6409,402,38,867,1273,2.5
POA6410,1051,47,867,954,2.4
POA6411,123,52,1667,1271,2.2
POA6412,56,47,0,1625,2.3
POA6413,47,55,0,900,2
POA6414,64,51,0,1781,2.5
POA6415,3003,36,1127,1325,2.4
POA6418,703,47,860,1138,2.2
POA6419,57,45,0,966,2.2
POA6420,107,42,0,1416,2.3
POA6421,157,43,1257,1166,2.4
POA6422,52,30,0,2250,2.6
POA6423,216,45,1019,1275,1.9
POA6424,79,49,0,1208,2.5
POA6425,85,50,0,1542,2.2
POA6426,846,45,800,1218,2.1
POA6427,94,37,0,0,0
POA6428,54,36,493,1312,3.3
POA6429,992,41,917,1091,2.3
POA6430,22746,32,1950,2186,2.7
POA6431,1012,33,0,1227,3.8
POA6432,7092,33,1517,1772,2.5
POA6434,174,36,0,949,2.3
POA6436,107,40,0,1104,1.9
POA6437,584,34,0,2191,2.6
POA6438,831,36,867,1287,2.3
POA6440,1153,36,679,1111,2.6
POA6442,2542,32,1200,2037,2.6
POA6443,854,46,604,789,1.9
POA6445,203,40,337,1292,3
POA6446,133,34,0,1792,2.9
POA6447,183,34,0,2250,2.4
POA6448,449,32,1538,1410,2.8
POA6450,13397,40,1721,1349,2.5
POA6452,5,37,0,0,0
POA6460,752,45,1083,1020,2.2
POA6461,533,44,867,1109,2.3
POA6462,128,39,1367,1166,2.5
POA6463,20,62,0,1812,2
POA6465,28,52,0,1087,1.4
POA6466,67,53,0,1031,1.9
POA6467,32,50,0,1562,1.9
POA6468,250,39,867,1208,2.3
POA6470,18,46,0,1499,2
POA6472,177,42,460,1481,2.5
POA6473,43,43,0,1187,2.8
POA6475,399,47,542,1068,2.3
POA6476,53,47,0,1374,2
POA6477,273,41,510,1116,2.3
POA6479,548,43,600,1402,2.5
POA6480,49,42,1900,2124,2.5
POA6484,96,47,0,424,1.4
POA6485,498,52,607,819,2
POA6487,50,50,0,1333,1.9
POA6488,193,48,585,790,2.3
POA6489,104,55,477,949,1.9
POA6490,257,44,758,1068,2.5
POA6501,968,43,2167,1671,2.8
POA6502,1183,45,1751,1064,2.4
POA6503,2177,43,1700,1307,2.6
POA6504,157,54,2200,939,2.4
POA6505,114,51,1975,1166,2.3
POA6506,59,50,867,1312,1.9
POA6507,536,44,988,1521,2.4
POA6509,205,43,0,1437,2.6
POA6510,1976,42,1124,1361,2.4
POA6511,527,51,1733,1071,2.1
POA6512,97,42,433,1093,2.4
POA6513,218,40,975,1625,2.6
POA6514,648,55,1733,746,2.1
POA6515,284,49,774,1458,2
POA6516,1761,48,1863,1123,2.2
POA6517,405,45,737,1275,2
POA6518,209,47,650,825,2.3
POA6519,594,40,594,1162,2.3
POA6521,352,47,1076,1375,2.3
POA6522,455,42,700,1234,2.3
POA6525,3569,49,1733,1085,2.3
POA6528,405,47,1400,1097,2.4
POA6530,32455,38,1690,1320,2.5
POA6532,6725,38,2000,1619,2.7
POA6535,1596,52,1300,1007,2.3
POA6536,1557,51,1628,902,2.1
POA6537,910,42,1440,1106,2.1
POA6556,2034,42,1912,1677,2.7
POA6558,2642,36,2000,1413,2.6
POA6560,1352,43,1408,1218,2.5
POA6562,1257,45,1800,1368,2.5
POA6564,310,51,1638,1091,2.3
POA6566,3275,52,1517,1107,2.2
POA6567,417,53,1733,1204,2.2
POA6568,226,47,536,1142,2.2
POA6569,272,40,1000,1114,2.2
POA6571,75,42,2084,1375,2.2
POA6572,57,49,0,1124,2.3
POA6574,84,41,0,1687,2.8
POA6575,141,39,0,1781,2.7
POA6603,1111,39,1083,1286,2.3
POA6605,40,34,0,1624,2.9
POA6606,168,47,439,1020,2.1
POA6608,135,44,1083,1166,2.4
POA6609,822,36,999,1549,2.4
POA6612,224,41,867,1221,2.5
POA6613,62,48,663,1343,2.8
POA6614,23,59,0,1458,1.5
POA6616,56,47,1000,1125,2.1
POA6620,498,40,774,1360,2.5
POA6623,674,39,542,1120,2.3
POA6625,49,42,0,1375,2.3
POA6627,69,30,0,1416,2.9
POA6628,34,48,0,725,2
POA6630,622,40,650,1116,2.4
POA6631,30,51,0,1749,1.7
POA6632,69,30,0,1468,3.9
POA6635,344,37,325,1437,2.5
POA6638,482,42,442,1110,2.4
POA6639,89,58,0,1083,1.7
POA6640,196,50,775,875,1.9
POA6642,1067,35,600,1347,2.5
POA6646,742,35,0,1014,3
POA6701,5544,39,1517,1258,2.4
POA6705,278,26,0,966,3
POA6707,2713,37,2167,1657,2.5
POA6710,4002,40,2325,2190,2.3
POA6711,0,0,0,0,0
POA6712,1965,39,0,0,0
POA6713,1104,35,3200,3284,3
POA6714,16829,31,2500,2634,2.8
POA6716,751,33,0,2525,2.7
POA6718,1010,32,1717,980,3.3
POA6720,2528,31,2514,2765,2.9
POA6721,4512,33,3033,3104,2.5
POA6722,9848,30,2600,2422,2.8
POA6725,10795,33,2594,1708,2.7
POA6726,5436,34,2500,1944,2.6
POA6728,5946,30,1733,1299,3
POA6731,3,0,0,0,0
POA6733,0,0,0,0,0
POA6740,1289,30,1060,1112,2.9
POA6743,6232,32,2200,1785,2.6
POA6751,4927,33,737,2443,2.8
POA6753,7238,33,433,2502,2.9
POA6754,1380,32,0,2750,2.9
POA6758,1701,37,0,1042,2.8
POA6760,634,32,1767,1410,3.2
POA6762,875,35,0,1062,4.7
POA6765,1757,29,1900,1155,3.1
POA6770,2904,28,981,1003,3.2
POA7000,13837,37,1733,1450,2.2
POA7001,0,0,0,0,0
POA7004,7481,40,1500,1453,2.2
POA7005,13305,37,1900,1458,2.4
POA7007,3066,40,1733,1527,2.5
POA7008,11981,40,1517,1354,2.2
POA7009,12453,37,1300,1044,2.3
POA7010,16842,41,1300,943,2.2
POA7011,14696,39,1300,1024,2.3
POA7012,838,42,1300,1407,2.7
POA7015,10332,47,1517,1366,2.3
POA7016,2872,34,997,960,2.5
POA7017,5614,41,1517,1516,2.6
POA7018,21027,44,1500,1259,2.3
POA7019,6107,32,1200,964,2.5
POA7020,2472,42,1603,1889,2.9
POA7021,2411,42,1500,1562,2.5
POA7022,880,47,1300,1200,2.3
POA7023,329,55,1517,1055,2.1
POA7024,526,41,1517,1838,2.5
POA7025,1697,47,1517,1434,2.5
POA7026,934,42,1300,1257,2.6
POA7027,294,51,867,784,2.2
POA7030,17404,35,1269,1042,2.6
POA7050,12405,39,1517,1241,2.4
POA7052,7145,42,1517,1443,2.6
POA7053,3574,46,1625,1678,2.6
POA7054,8745,39,1600,1547,2.7
POA7055,428,34,1517,1318,2.6
POA7109,8808,43,1300,1112,2.5
POA7112,3066,47,1140,863,2.3
POA7113,1094,48,1257,1004,2.4
POA7116,2253,47,1083,851,2.3
POA7117,854,54,1000,855,2.1
POA7119,41,38,455,762,3
POA7120,1826,49,867,796,2.2
POA7139,0,0,0,0,0
POA7140,10974,44,1100,962,2.4
POA7150,2837,49,1371,1118,2.4
POA7155,803,52,1473,1192,2.3
POA7162,594,51,1343,1286,2.4
POA7163,330,54,1083,1161,2.3
POA7170,5008,43,1733,1960,2.8
POA7171,3283,40,1387,1237,2.4
POA7172,3650,42,1408,1127,2.4
POA7173,6595,43,1200,1100,2.4
POA7174,183,43,1101,1125,2.1
POA7175,199,44,1096,1024,2.5
POA7176,164,43,1200,1187,2.4
POA7177,406,45,1083,866,2.3
POA7178,309,53,975,794,2.1
POA7179,385,58,800,942,1.9
POA7180,156,57,867,745,2.2
POA7182,264,56,924,773,1.9
POA7183,45,52,455,1083,2.1
POA7184,798,52,867,754,2
POA7185,99,57,575,833,1.7
POA7186,171,55,1383,784,2.3
POA7187,134,59,1208,866,1.8
POA7190,3110,57,1078,841,2
POA7209,401,50,921,821,2.2
POA7210,1040,50,878,767,2.1
POA7211,239,44,737,1050,2.5
POA7212,1931,47,1300,1104,2.5
POA7213,298,45,596,640,2.3
POA7214,611,51,650,717,2
POA7215,3381,53,1052,795,2.1
POA7216,3356,55,988,745,2.1
POA7248,15776,33,1105,843,2.3
POA7249,12774,39,1300,1086,2.2
POA7250,48050,41,1300,1142,2.3
POA7252,2783,47,1300,1260,2.5
POA7253,4925,45,1000,784,2.3
POA7254,487,46,1083,949,2.4
POA7255,833,53,758,1074,2
POA7256,1585,47,1000,1199,2.1
POA7257,66,57,0,537,1.5
POA7258,962,44,1582,1829,2.7
POA7259,459,45,1259,1104,2.4
POA7260,3218,47,1040,849,2.3
POA7261,266,48,667,725,2.2
POA7262,1707,49,1300,957,2.1
POA7263,594,44,801,813,2.3
POA7264,643,51,685,686,2
POA7265,228,50,947,782,1.8
POA7267,768,45,1300,1290,2.6
POA7268,1036,45,1279,1214,2.5
POA7270,4087,53,1010,825,2.2
POA7275,3138,48,1300,1021,2.4
POA7276,567,45,1084,1057,2.3
POA7277,5713,44,1452,1324,2.6
POA7290,2275,38,1300,1217,2.5
POA7291,559,43,1300,1173,2.5
POA7292,606,43,1224,1226,2.5
POA7300,3423,43,1400,1253,2.4
POA7301,4304,47,1300,1018,2.3
POA7302,1668,40,1109,1040,2.5
POA7303,2712,48,1138,921,2.3
POA7304,5939,47,1083,859,2.3
POA7305,1170,47,859,935,2.4
POA7306,3956,47,1200,992,2.4
POA7307,10125,47,1300,1067,2.3
POA7310,27101,43,1200,967,2.3
POA7315,14658,47,1200,956,2.3
POA7316,5889,44,1257,1120,2.4
POA7320,16238,40,1083,964,2.3
POA7321,4672,46,1083,1078,2.5
POA7322,3903,45,1103,922,2.3
POA7325,8586,46,1200,951,2.3
POA7330,6592,39,1083,1105,2.5
POA7331,553,49,1200,1010,2.1
POA7466,17,57,0,612,2
POA7467,1790,45,650,764,2.1
POA7468,708,41,1109,1312,2.2
POA7469,768,45,562,871,2.1
POA7470,708,41,531,1227,2.1
POA0800,6464,32,2167,2264,2
POA0810,33302,34,2167,2107,2.8
POA0812,18873,35,2134,2028,2.8
POA0815,292,25,0,0,0
POA0820,19447,34,2321,2341,2.4
POA0822,25560,29,2095,1294,3.9
POA0828,1201,32,2600,1718,2.6
POA0829,1839,29,2167,1958,2.3
POA0830,18207,31,2167,2035,2.8
POA0832,15570,28,2474,2356,2.9
POA0834,1836,41,2420,2361,2.8
POA0835,5132,41,2500,2253,2.8
POA0836,7756,36,2573,2422,3
POA0837,412,43,2383,1524,2.6
POA0838,818,35,2167,2169,2.9
POA0839,548,28,2232,1611,2.1
POA0840,363,58,1475,620,1.8
POA0841,696,38,2000,1789,2.6
POA0845,507,40,1395,1125,2.3
POA0846,353,47,1300,1017,2.4
POA0847,328,39,1560,945,2.3
POA0850,8138,34,1733,1751,2.7
POA0852,8299,27,1500,1115,3.9
POA0853,857,27,0,2236,3.3
POA0854,871,26,0,1289,3.5
POA0860,2991,33,1216,1570,2.7
POA0862,765,24,1200,1333,3.5
POA0870,19628,34,1950,1963,2.6
POA0872,15469,28,468,1138,3.7
POA0873,2436,43,2383,1462,2.6
POA0874,553,33,2457,2219,2.4
POA0875,2371,32,1950,1807,2.7
POA0880,5214,29,1679,2230,3.4
POA0885,873,33,0,3207,2.8
POA0886,1081,34,0,2127,2.5
POA2600,7247,45,2600,2474,2.3
POA2601,6363,23,2200,2222,1.8
POA2602,30450,36,2167,1930,2.4
POA2603,9359,41,2500,2395,2.3
POA2604,10383,36,2167,2220,2.1
POA2605,11725,43,2383,2273,2.6
POA2606,9422,35,1950,1777,2.2
POA2607,13614,42,2167,2084,2.5
POA2609,887,49,1500,968,1.8
POA2611,28018,38,2167,2124,2.5
POA2612,16184,30,2058,2004,2
POA2614,19390,39,2058,1940,2.5
POA2615,44177,35,2000,1911,2.7
POA2617,32503,32,1950,1907,2.5
POA2618,1445,43,2342,2369,2.9
POA2900,1930,36,1650,1688,2
POA2902,14900,40,1950,1916,2.6
POA2903,9207,39,2000,1985,2.6
POA2904,12863,42,2123,2260,2.7
POA2905,28625,35,2000,2040,2.7
POA2906,17633,35,2000,2103,2.8
POA2911,4466,31,2500,2486,2.8
POA2912,6142,31,2039,2065,2.8
POA2913,35053,32,2037,2149,2.8
POA2914,25204,31,2167,2388,3.1
POA2899,1748,49,1300,1012,2.2
POA6798,1843,38,1717,2141,2.7
POA6799,544,42,1029,1859,3.7
POA9494,45182,40,0,0,0
POA9797,1187,46,0,0,0
